"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32"
"1" 2.82842712474619 1 40.7695526217005 1 40.7695526217005 1 40.7695526217005 1 40.7695526217005 1 40.7695526217005 1 40.7695526217005 1 40.7695526217005 40.7695526217005 40.7695526217005 1 39.9411254969543 39.9411254969543 39.9411254969543 40.7695526217005 40.7695526217005 1 40.7695526217005 40.7695526217005 40.7695526217005 39.9411254969543 43.5979797464467 1 40.7695526217005 1
"2" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"3" 40.7695526217005 1 2.82842712474619 1 28.2842712474619 1 5.65685424949238 1 25.4558441227157 1 25.4558441227157 1 25.4558441227157 1 37.9411254969543 37.9411254969543 25.4558441227157 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 25.4558441227157 1 37.9411254969543 37.9411254969543 25.4558441227157 24.6274169979695 43.5979797464467 1 25.4558441227157 1
"4" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"5" 40.7695526217005 1 28.2842712474619 1 2.82842712474619 1 28.2842712474619 1 28.2842712474619 1 28.2842712474619 1 28.2842712474619 1 37.9411254969543 37.9411254969543 28.2842712474619 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 28.2842712474619 1 37.9411254969543 37.9411254969543 28.2842712474619 27.4558441227157 43.5979797464467 1 28.2842712474619 1
"6" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"7" 40.7695526217005 1 5.65685424949238 1 28.2842712474619 1 2.82842712474619 1 25.4558441227157 1 25.4558441227157 1 25.4558441227157 1 37.9411254969543 37.9411254969543 25.4558441227157 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 25.4558441227157 1 37.9411254969543 37.9411254969543 25.4558441227157 24.6274169979695 43.5979797464467 1 25.4558441227157 1
"8" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"9" 40.7695526217005 1 25.4558441227157 1 28.2842712474619 1 25.4558441227157 1 2.82842712474619 1 19.7989898732233 1 8.48528137423857 1 37.9411254969543 37.9411254969543 19.7989898732233 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 19.7989898732233 1 37.9411254969543 37.9411254969543 5.65685424949238 3.82842712474619 43.5979797464467 1 19.7989898732233 1
"10" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"11" 40.7695526217005 1 25.4558441227157 1 28.2842712474619 1 25.4558441227157 1 19.7989898732233 1 2.82842712474619 1 19.7989898732233 1 37.9411254969543 37.9411254969543 5.65685424949238 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 8.48528137423857 1 37.9411254969543 37.9411254969543 19.7989898732233 18.9705627484771 43.5979797464467 1 11.3137084989848 1
"12" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"13" 40.7695526217005 1 25.4558441227157 1 28.2842712474619 1 25.4558441227157 1 8.48528137423857 1 19.7989898732233 1 2.82842712474619 1 37.9411254969543 37.9411254969543 19.7989898732233 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 19.7989898732233 1 37.9411254969543 37.9411254969543 8.48528137423857 7.65685424949238 43.5979797464467 1 19.7989898732233 1
"14" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"15" 40.7695526217005 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 1 9.65685424949238 37.9411254969543 1 8 8.82842712474619 8 3 37.9411254969543 1 8.82842712474619 3 37.9411254969543 37.1126983722081 43.5979797464467 1 37.9411254969543 1
"16" 40.7695526217005 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 9.65685424949238 1 37.9411254969543 1 5 2 5 8.82842712474619 37.9411254969543 1 5.82842712474619 8.82842712474619 37.9411254969543 37.1126983722081 43.5979797464467 1 37.9411254969543 1
"17" 40.7695526217005 1 25.4558441227157 1 28.2842712474619 1 25.4558441227157 1 19.7989898732233 1 5.65685424949238 1 19.7989898732233 1 37.9411254969543 37.9411254969543 2.82842712474619 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 8.48528137423857 1 37.9411254969543 37.9411254969543 19.7989898732233 18.9705627484771 43.5979797464467 1 11.3137084989848 1
"18" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"19" 39.9411254969543 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 8 5 37.1126983722081 1 1 5 2 8.82842712474619 37.1126983722081 1 3 8.82842712474619 37.1126983722081 36.2842712474619 42.7695526217005 1 37.1126983722081 1
"20" 39.9411254969543 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 8.82842712474619 2 37.1126983722081 1 5 1 5 8 37.1126983722081 1 5 8 37.1126983722081 36.2842712474619 42.7695526217005 1 37.1126983722081 1
"21" 39.9411254969543 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 37.1126983722081 1 8 5 37.1126983722081 1 2 5 1 8.82842712474619 37.1126983722081 1 3 8.82842712474619 37.1126983722081 36.2842712474619 42.7695526217005 1 37.1126983722081 1
"22" 40.7695526217005 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 3 8.82842712474619 37.9411254969543 1 8.82842712474619 8 8.82842712474619 1 37.9411254969543 1 9.65685424949238 2 37.9411254969543 37.1126983722081 43.5979797464467 1 37.9411254969543 1
"23" 40.7695526217005 1 25.4558441227157 1 28.2842712474619 1 25.4558441227157 1 19.7989898732233 1 8.48528137423857 1 19.7989898732233 1 37.9411254969543 37.9411254969543 8.48528137423857 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 2.82842712474619 1 37.9411254969543 37.9411254969543 19.7989898732233 18.9705627484771 43.5979797464467 1 11.3137084989848 1
"24" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"25" 40.7695526217005 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 8.82842712474619 5.82842712474619 37.9411254969543 1 3 5 3 9.65685424949238 37.9411254969543 1 1 9.65685424949238 37.9411254969543 37.1126983722081 43.5979797464467 1 37.9411254969543 1
"26" 40.7695526217005 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 37.9411254969543 1 3 8.82842712474619 37.9411254969543 1 8.82842712474619 8 8.82842712474619 2 37.9411254969543 1 9.65685424949238 1 37.9411254969543 37.1126983722081 43.5979797464467 1 37.9411254969543 1
"27" 40.7695526217005 1 25.4558441227157 1 28.2842712474619 1 25.4558441227157 1 5.65685424949238 1 19.7989898732233 1 8.48528137423857 1 37.9411254969543 37.9411254969543 19.7989898732233 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 19.7989898732233 1 37.9411254969543 37.9411254969543 1 4.82842712474619 43.5979797464467 1 19.7989898732233 1
"28" 39.9411254969543 1 24.6274169979695 1 27.4558441227157 1 24.6274169979695 1 3.82842712474619 1 18.9705627484771 1 7.65685424949238 1 37.1126983722081 37.1126983722081 18.9705627484771 1 36.2842712474619 36.2842712474619 36.2842712474619 37.1126983722081 18.9705627484771 1 37.1126983722081 37.1126983722081 4.82842712474619 1 42.7695526217005 1 18.9705627484771 1
"29" 43.5979797464467 1 43.5979797464467 1 43.5979797464467 1 43.5979797464467 1 43.5979797464467 1 43.5979797464467 1 43.5979797464467 1 43.5979797464467 43.5979797464467 43.5979797464467 1 42.7695526217005 42.7695526217005 42.7695526217005 43.5979797464467 43.5979797464467 1 43.5979797464467 43.5979797464467 43.5979797464467 42.7695526217005 2.82842712474619 1 43.5979797464467 1
"30" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"31" 40.7695526217005 1 25.4558441227157 1 28.2842712474619 1 25.4558441227157 1 19.7989898732233 1 11.3137084989848 1 19.7989898732233 1 37.9411254969543 37.9411254969543 11.3137084989848 1 37.1126983722081 37.1126983722081 37.1126983722081 37.9411254969543 11.3137084989848 1 37.9411254969543 37.9411254969543 19.7989898732233 18.9705627484771 43.5979797464467 1 2.82842712474619 1
"32" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
