itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010103	0.769620243285456	1.04899365982766	0.498902005851416	1.86845337451502	1.21772477662087	1.25460099058486	1.07389778654916	0.972648970636583	1.0919846914934	0.908285538963427	0.660542743726897	1.00945806598891	0.84164592786115	1.1589862358068	1.19957933800367	1.10543768066174
TWAS21010104	0.748203350832611	1.00354779050379	0.424861110099826	1.18627083348503	1.26216879400607	1.19658290798681	1.01288599742244	1.02025826604242	0.915952224058716	0.867863461944532	0.68658574767546	0.998330772759377	1.641321838662	0.547149753529587	0.942358871114542	0.917554281740802
TWAS21010105	1.18327366086886	1.05825616431292	1.46422230571456	1.76259383679213	1.94902424470131	1.21270470970451	1.00660909378891	0.996908634826618	1.0597756020657	1.08475884220685	1.21765899764994	1.00053226364916	1.21150757692959	1.3937203939856	1.23204300837625	1.12515746900347
TWAS21010106	0.749578948393189	1.00964086488381	0.530388730419883	1.03700289138329	1.88380922711475	1.00357090703765	0.650259445672174	0.905694175371645	1.0226900573409	1.86744419240842	0.571160155375344	1.04420311724218	0.837663918067738	1.09179411793339	1.92634274087559	1.05831053651223
TWAS21010107	0.664919130993444	0.997904204689342	1.11299829716631	0.375359435133264	0.33684295881388	0.352380536548549	1.08635175678794	1.036888492462	1.0140405810842	0.916879260982653	1.07668989090637	0.326052107958408	1.35503146811709	1.1093368928587	1.04761073097099	0.604683728270158
TWAS21010112	1.1504501204307	0.971520843337591	1.31525702322633	1.07412040033481	1.76782592686089	1.65810017480958	0.998498649543806	0.991069716945141	1.01983737584439	1.09681148087059	1.17338794630062	1.00502980873441	1.18423525079765	1.25220410014824	0.881951338024025	0.981843339489313
TWAS21010114	0.731355532264515	0.987385879690613	0.501958784965781	1.09798094472758	1.21272196246183	1.11502910221882	1.03983147057653	0.977812756456788	0.975559253482127	0.904218542406226	0.666195370558145	0.994008979896631	1.69386095753976	1.24040271178474	1.01605976236821	1.01678755475027
TWAS21010115	0.584654011237026	1.02266075189666	0.449383791689113	1.05485586151503	1.87064001260227	0.800827704772333	0.548111312289354	0.978500582466117	1.00276647095546	1.89883954079499	0.581202000027227	1.00940891844113	1.67094845709685	2.02492060374217	1.90504343699739	1.0076245689848
TWAS21010116	0.789853856856689	0.981947818707506	0.515842864050366	1.04835354601881	1.20786666535095	1.223418427259	1.03072361085071	0.99439574102764	0.933264587177691	1.88847334195127	0.87795419335103	1.00636970958861	1.75877993664828	1.66118670995372	1.02366413720285	0.996128242828526
TWAS21010117	0.430323075061509	0.995269402077775	0.297762617328624	0.226878554430686	0.743199405362113	0.393653738670477	0.302360689365086	0.974699079809393	1.03193873846881	0.955350300488041	0.358390329067536	0.995252116092676	0.516666570633416	0.515957845244337	0.990360182309523	1.05067674631664
TWAS21010118	1.13187079570935	0.996739591539907	1.20872674383371	0.314859705472396	0.348306163262833	0.592533179807284	0.863002242288346	1.01822313799164	1.00197563784013	1.04944548815223	1.07150475728744	0.993297375916611	1.11619295800255	1.18387976486274	1.02810132719229	0.993164050663596
TWAS21010119	1.08550371471025	0.97072808320951	0.681931649331352	0.30177117384844	0.76502823179792	1.09336106983655	1.05632689450223	0.997123328380386	0.978769687964339	1.03041307578009	0.503625557206538	0.994413075780089	1.10553937592868	1.13188707280832	0.991375928677563	0.99621396731055
TWAS21010121	0.712717523558903	1.00082544228283	0.550323417235844	1.05560453412495	1.83967949608986	1.55265979020247	0.783836945159024	0.889004194808187	1.06818134214821	0.915473567757672	0.712365258686185	1.01621751308616	1.63299522252667	1.66080510612693	0.955603867677889	1.05156776909704
TWAS21010122	0.778896277780599	0.999584195202149	0.501725015065738	1.03837763315095	1.22273436684139	1.13075911201724	1.0365304634499	0.953417886696067	1.01243773706382	0.876359389475923	0.646011196071124	1.02444434012066	1.40035199696482	1.16230854057306	1.08835468724102	1.03094775709718
TWAS21010203	1.09092575093778	1.00369384073533	1.17676030123414	0.319949603413223	0.322984852389543	0.936368582309653	1.02877186954156	1.02235775849727	1.00304097586118	1.04711508175128	0.535343469919537	0.992514961486699	1.06229132663288	0.614204392520688	0.99947312659279	0.994175758096383
TWAS21010204	0.650104462420314	1.0100712487277	0.493910823021018	1.07404332065499	1.81416403278513	1.3510919447867	0.729826253102623	0.955782039606436	1.02446384885984	0.896943358154319	0.661354261531044	1.0299816074713	1.57015946143819	1.0058213246192	0.900432849413403	1.04022249602686
TWAS21010205	0.703378036437247	0.998581188548294	0.512100563909774	1.06798546847889	1.23678788316946	1.29228419606709	1.02364083285136	1.02580067958357	1.02156231925969	0.872057547715442	0.741405798149219	1.0036780653557	1.57915521978022	1.12483733371891	1.12786473395026	1.05076995373048
TWAS21010206	1.0775810988834	1.04015394262243	1.20691936421007	0.506100753030242	0.345162830565319	0.464370566814895	1.0451415455241	1.01601555533823	0.987597148955019	0.998049830007306	0.571438235987827	0.954858454475899	1.1019208311521	1.07911132076557	0.951142201333479	0.986406337189569
