976,296,231,60
1675,20,12,3
1986,316,550,109
866,219,256,58
850,399,354,112
716,112,200,150
491,140,182,56
1135,802,1688,936
1525,398,530,160
890,561,1206,764
828,315,625,358
1369,932,1970,1216
954,52,25,24
850,563,1192,726
1288,428,605,178
675,192,256,63
656,232,392,98
736,68,62,16
1235,417,523,134
922,226,276,73
642,20,51,16
422,107,148,33
1542,480,1374,742
1424,178,251,66
682,370,741,454
1504,608,786,254
1076,863,1653,860
860,608,1048,690
588,192,438,238
632,175,254,157
699,148,200,50
1072,612,1366,828
1187,370,1220,569
1057,178,267,163
1106,136,184,61
990,589,1151,358
1788,1128,2480,1433
1008,288,626,366
892,573,1320,784
856,584,1170,714
2440,1306,2628,1520
490,346,778,454
864,186,254,44
2564,828,2065,1056
935,348,348,100
1011,556,598,206
634,187,511,293
1546,164,397,182
1210,439,586,186
891,536,1050,584
643,6,0,0
1192,742,1582,907
290,20,23,9
650,69,59,7
1229,336,476,142
405,110,225,54
864,138,262,100
768,401,705,456
994,652,1516,857
852,560,1348,696
736,216,310,90
731,347,421,90
1104,684,1681,1050
1162,760,1532,514
478,515,814,462
680,152,183,41
951,142,298,178
685,172,416,228
307,67,66,34
178,28,88,40
1140,190,230,70
594,12,2,3
881,247,711,356
546,104,99,25
1207,589,530,133
405,258,607,308
780,56,47,8
910,306,423,132
1068,53,58,24
1248,296,388,92
880,538,1116,430
1304,196,270,83
988,101,363,162
710,779,1499,992
719,92,92,20
469,239,240,73
1586,125,191,41
850,127,208,54
574,11,37,18
670,40,41,12
1296,351,1094,570
2113,668,900,288
1223,185,206,35
634,170,336,88
490,118,118,34
496,584,1004,404
848,260,388,103
652,447,920,516
770,228,311,88
871,89,143,104
440,281,624,317
1355,214,297,67
1251,360,410,98
838,233,278,79
789,404,816,492
938,232,352,104
434,5,6,0
1347,444,798,454
743,74,132,60
498,144,325,204
1388,234,480,299
542,15,27,2
470,9,7,2
853,214,254,72
833,60,90,20
524,114,180,48
877,244,309,79
938,110,172,37
912,345,971,517
787,42,49,11
939,954,1822,1046
1013,588,1138,393
774,866,1374,880
1065,534,1032,436
1600,920,1742,1132
754,475,1058,614
609,454,893,519
476,110,120,32
731,497,1269,698
724,121,222,54
1264,768,1706,984
766,512,1022,587
855,247,380,106
892,542,1176,691
850,96,128,28
2372,631,1847,789
1836,1031,2366,1265
981,639,1408,773
1493,118,131,36
504,40,46,11
713,142,214,50
1133,777,950,256
184,98,234,137
959,267,334,102
1167,800,1638,1088
1008,583,1276,692
1309,627,1293,770
756,494,993,575
1300,890,1818,1087
797,396,816,413
596,64,131,86
1034,210,286,87
848,290,364,121
594,42,44,10
724,18,15,10
638,120,166,49
1580,422,567,148
647,42,54,17
170,20,62,30
2638,431,742,220
372,146,463,211
1046,756,1669,972
948,344,917,415
670,80,94,19
721,484,1088,646
1044,339,971,504
672,396,810,320
784,426,864,489
590,196,231,74
808,52,120,16
940,979,1645,1078
862,127,174,38
650,651,1145,666
830,210,428,274
587,196,455,274
793,572,1182,678
981,212,216,48
1410,50,97,12
570,140,218,58
616,176,382,212
654,350,682,245
840,193,586,283
1566,104,216,93
1084,619,1310,441
1611,572,1206,728
1144,144,223,53
1368,824,1736,992
1111,129,345,172
736,485,489,153
780,298,402,110
356,20,27,4
3096,902,2730,1245
1534,957,2176,1220
1054,678,1544,810
1529,743,1749,1196
761,128,356,203
1144,266,636,366
2284,320,1100,589
921,640,1363,768
652,302,742,233
967,592,1296,710
558,374,706,454
866,1026,1895,1068
1194,1404,2310,1354
720,733,1271,803
507,670,1022,850
546,58,116,62
840,42,102,44
1642,849,1814,1002
1795,901,1007,316
1490,869,1596,612
842,90,118,33
444,92,197,114
588,94,99,20
710,195,275,80
1293,166,280,53
1262,756,1719,864
748,347,410,127
467,208,520,278
703,49,177,66
590,391,932,490
