976,168,1,0,0
1675,29,1,0,1
1986,525,43,2,0
866,206,6,1,0
850,412,21,2,0
716,345,128,10,0
491,140,7,2,0
1135,1228,482,38,3
1525,566,40,2,0
890,946,332,20,4
828,641,245,13,2
1369,1312,512,26,4
954,134,455,500,69
850,1011,326,20,3
1288,580,44,4,1
675,256,22,3,1
656,267,12,1,0
736,66,3,0,0
1235,350,8,0,2
922,218,6,0,0
642,41,72,18,9
422,142,7,1,2
1542,940,238,12,6
1424,298,11,0,0
682,648,196,8,0
1504,626,30,4,0
1076,981,260,12,2
860,795,209,8,0
588,424,119,6,0
632,424,153,11,0
699,174,9,1,0
1072,830,245,10,3
1187,703,220,7,0
1057,415,166,10,2
1106,162,4,0,0
990,494,58,2,3
1788,1665,437,25,5
1008,810,306,21,8
892,812,258,14,3
856,880,324,23,2
2440,2086,2117,2494,1408
490,498,157,11,1
864,220,11,0,0
2564,1546,431,19,6
935,310,9,0,0
1011,481,12,1,0
634,363,105,4,0
1546,527,189,57,47
1210,500,12,2,1
891,786,412,486,573
643,10,0,0,0
1192,1305,688,430,2129
290,42,0,0,0
650,99,2,1,0
1229,489,24,2,1
405,131,6,0,0
864,319,60,3,0
768,788,395,45,2
994,1049,438,29,0
852,983,311,17,3
736,296,15,0,0
731,339,13,2,0
1104,910,214,8,1
1162,656,66,7,2
478,646,265,9,0
680,128,2,0,0
951,412,2532,2204,560
685,326,14187,39410,43063
307,52,2,0,0
178,77,50,11,10
1140,210,7,2,0
594,23,1,0,0
881,601,272,17,1
546,70,1,0,0
1207,498,8,7,0
405,364,148,8,1
780,56,2,0,0
910,452,38,2,0
1068,65,3,0,0
1248,316,18,1,0
880,567,70,3,0
1304,199,8,0,0
988,379,108,13,21
710,1130,339,26,0
719,84,1,0,0
469,198,5,1,0
1586,149,8,0,0
850,171,14,0,0
574,85,157,72,92
670,54,0,0,1
1296,713,235,11,15
2113,715,38,2,0
1223,126,3,1,1
634,220,10,0,0
490,108,2,0,0
496,472,58,1,0
848,247,8,1,0
652,636,222,12,0
770,258,10,0,0
871,274,105,35,3
440,396,160,18,17
1355,199,15,0,0
1251,307,19,3,1
838,294,14,1,1
789,791,339,28,0
938,345,24,0,0
434,12,0,0,0
1347,1808,5040,3464,2194
743,248,114,5,1
498,378,112,8,0
1388,557,190,12,2
542,23,1,0,0
470,13,0,0,0
853,260,18,0,0
833,90,4,0,0
524,178,12,1,0
877,262,12,0,0
938,171,8,0,1
912,608,225,5,0
787,72,6,0,0
939,1037,344,22,0
1013,496,59,7,2
774,1061,343,46,1
1065,606,83,6,1
1600,1558,490,32,2
754,760,268,13,3
609,641,160,6,1
476,110,5,0,0
731,1018,403,21,1
724,168,8,0,0
1264,1236,410,22,5
766,770,288,14,3
855,284,19,1,0
892,876,781,442,180
850,121,1,0,0
2372,1217,314,17,1
1836,2246,758,52,3
981,956,383,20,0
1493,110,3,2,2
504,60,3,0,0
713,218,18,0,0
1133,653,26,1,0
184,158,36,3,0
959,268,18,0,0
1167,1136,402,26,0
1008,850,276,16,4
1309,1119,518,120,40
756,736,217,8,1
1300,1523,534,39,1
797,746,232,17,0
596,148,66,14,12
1034,402,29,3,0
848,296,20,1,0
594,57,2,0,0
724,59,132,62,38
638,197,6,0,0
1580,592,48,1,0
647,50,2,0,0
170,76,28,2,0
2638,627,29,0,0
372,252,106,5,0
1046,1010,361,26,4
948,606,279,13,2
670,60,3,0,0
721,846,304,18,6
1044,666,227,17,5
672,418,50,4,0
784,740,228,12,1
590,158,6,1,0
808,85,4,0,1
940,1682,478,33,1
862,121,8,0,0
650,893,207,15,0
830,542,172,6,0
587,334,144,4,2
793,756,252,18,0
