itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010103	0.62859976770813	1.02280842154283	0.468800561753978	1.03791564339989	1.15099979924262	1.13326164736554	1.09582360485081	0.961451833354876	0.956394397494108	0.923914420521621	0.68411514123144	0.998489277814293	0.608001510722186	0.861213399592435	1.04446088393748	0.991790031616995
TWAS21010104	0.584916456855116	0.999559835906826	0.410937197387186	1.03600542282163	1.27800764124866	1.21345317534377	1.02431466450693	0.992235505396412	1.03224642146592	0.910776097329084	0.62129161751501	1.05377044562213	0.607162350124126	0.529218092504886	1.06040812014719	1.05395531454126
TWAS21010105	0.812215714679299	1.01808583439241	1.33487677636666	1.02346270407665	1.04515681795963	1.10611541161937	1.09908548778429	0.997778153023045	0.937020414330024	1.08197726606173	0.837823834196891	0.949328557843564	0.853205236448955	1.09571716776722	1.03562953812245	0.934703472302456
TWAS21010106	0.565522667397809	1.023033733108	0.499582313570178	1.04962628297591	0.949017496980829	0.801792888051784	0.612490612371404	0.853088999762501	1.01530355395674	0.930005657794231	0.481563568573475	1.01242422269518	0.588905771592004	0.809816502236067	0.976873651459702	1.03435849141382
TWAS21010107	0.832306492834215	1.04784871622442	1.25723783610832	0.586400688512434	0.53594523976064	0.56066682175134	1.14216487617971	1.0134786709614	1.03649227051107	1.01142730564728	0.878901365353819	0.518776096105919	0.876459972672281	1.1717493948125	1.02137746947862	0.878871592272337
TWAS21010112	0.891359453253539	0.969229239364299	1.22587643963912	1.02788877036287	0.806206946428249	0.810121318411109	1.00928420329422	0.986032110506428	1.02552929902909	1.06578495362418	0.868383988139363	1.00078649044459	0.884063172358929	1.18046791661393	0.935948941401942	1.00767506192482
TWAS21010114	0.562643497051276	0.993337234952505	0.476918921352361	1.04217350200333	1.17603205330212	1.06369243235943	1.06484491063791	0.952609733039211	1.02534551839013	0.913230090487552	0.657497861612569	1.03020753612749	0.619835231621123	0.976397605006078	1.04112906856345	1.02932516994553
TWAS21010115	0.484229749199328	1.0255297280928	0.424094483853502	1.05215148984592	0.973445228547045	0.700140404327757	0.517266061612723	0.946304980224096	1.02490570885832	0.947085921942535	0.51357700672656	1.00938965412816	0.605115122372007	0.840764056492094	0.934889098934579	1.04028594763744
TWAS21010116	0.592326572225701	0.996962498361143	0.479279801301734	1.04756674389543	1.19358319756413	1.17498044831801	1.06809486393588	1.0144962083948	1.0282671937904	0.917406580550638	0.689374428692059	1.02149172228085	0.615055116031096	1.11070973751695	1.02744203487855	1.02674523401965
TWAS21010117	0.574964329172252	1.00123432388082	0.531994622095118	0.405350315323941	0.795392543819013	0.705633828915916	0.540209721819017	0.933453574391949	1.18149193623106	0.946996135402962	0.640314520960858	0.972601921798016	0.600577321795133	0.727005441731471	0.902744749233566	1.06248005419083
TWAS21010118	0.826594553225882	1.05982975776154	1.16465114209086	0.516124891991764	0.594902110613546	0.810660296142738	1.01813246930718	1.06024003507921	1.03366042270286	0.913634935838787	0.791954431998372	0.978015692263004	0.78675891051802	1.13286210052847	0.959661494390923	0.936159458600833
TWAS21010119	0.78420410160973	0.982032001145247	1.29000868608041	0.491111760256442	0.913322977100861	1.0394587933506	1.12786529417568	1.05940002205375	1.04251246326794	1.02702067441901	0.775227840338622	1.03715765913035	0.77614674639547	1.06426732234644	1.0089385377593	0.914492405966892
TWAS21010121	0.556433194451539	1.02037074872124	0.52721876436551	1.05251300648683	0.905109013696031	0.799981028406313	0.568108021335746	0.870849051785154	1.0307960042905	0.93398888702416	0.484432348026589	1.02341714886134	0.570525075339117	0.953758564580035	0.951465555612308	1.04341941085905
TWAS21010122	0.5636501407231	0.98912192393736	0.472396622645594	1.04344374684275	1.1637168939886	1.07148011835174	1.05944648913906	0.937536082846215	1.02144223136321	0.900680251858267	0.657835390055568	1.01755430468355	0.587988020495057	0.902104063830555	1.04832395179332	1.02228115753771
TWAS21010204	0.584146144312119	1.01469346697562	0.496838569452677	1.06425248333962	0.959678288516463	0.739855580104543	0.653446138923317	0.929179465071581	1.02574949255447	0.928447486123835	0.597734906863537	1.00990641447073	0.581415817930341	0.821034290743834	0.934647302904564	1.04173627202673
TWAS21010205	0.57235377275137	1.02030394062555	0.500680332214172	1.06282028626966	1.2197914825941	1.21905813748012	1.0651351828945	1.01671673440537	1.01762678918537	0.930640572539318	0.633831065559286	1.01613359250751	0.585218236437533	0.902397066619544	1.06564764092596	1.02460682099311
TWAS21010206	0.834261013958025	0.879216913448328	1.11760073866958	0.546779303848602	0.558469941286193	0.73395050467067	1.2042938892219	1.16727663994698	1.08787152212844	0.935049852750092	0.852949279759932	1.01803578675384	0.829783946595381	1.09071041099665	1.05466117628662	1.06914416343064
TWAS21010207	0.552990645869903	0.999115435647943	0.517497731120022	1.04781336979479	0.897202036520922	0.758307043136764	0.551234390243678	0.859711955687188	1.02959796458248	0.891211457774925	0.629337192804685	1.02873362935282	0.638164446213982	0.699660978298749	0.808558022180313	1.03032437397762
TWAS21010208	0.893063291046826	0.972488978160742	1.24860943675686	1.02798100711914	0.787202528977102	0.742795764474406	1.03086480029276	0.981261732520882	1.02438539157987	1.10128045892466	0.94994337361822	0.990334729904479	0.873531980444962	1.21177719229881	0.946792190761093	1.00787658825365
TWAS21010211	0.564720414360376	1.00168907063684	0.52177778193677	1.04245135149045	0.964195445591806	0.549588961619262	0.609132210717411	0.904763553505172	1.04108512260968	1.00149442980999	0.512859863283535	1.02896218072588	0.618340219064507	0.739672572955219	0.863561459244737	1.03424462047378
TWAS21010212	0.813955679167414	1.02345235959088	1.32469944374664	1.02635923201148	1.00359770321191	1.1093486452539	1.12153238830074	0.964483222680782	0.94958998743944	1.07669118966445	0.790606495603804	0.960829894132424	0.866191458819307	1.10011663376996	1.03614749685986	0.940730306836533
TWAS21010216	0.540222024866785	1.01505328596803	0.465310834813499	1.05306394316163	1.26507992895204	1.19103019538188	1.04108348134991	1.00856127886323	1.02279751332149	0.918404085257549	0.626412078152753	1.02602131438721	0.600523978685613	0.953801065719361	1.05368561278863	1.03288632326821
TWAS21010217	0.556438427053303	0.98514604386913	0.446912406709742	1.05915524489897	1.14667880258157	1.05877905600443	1.07774448149242	0.945448022622716	1.0301244726474	0.904786590792731	0.668386736864126	1.03515255835974	0.61265572843933	1.12147414664761	1.04774112331839	1.02209605111765
TWAS21010219	0.574293868188729	1.0296944318495	0.482490064812098	1.04267463259808	1.2214102187964	1.10312147156358	1.04916473297238	0.947556432756337	1.03285946710053	0.939925675014892	0.48248117426364	1.03896727389113	0.630162074698388	1.17316121231519	1.04463055325883	1.0394384729594
TWAS21010222	0.596938183750985	0.977348258538354	0.474660972756356	1.03547034578998	1.17240547923187	1.11255914540202	1.07400104660306	0.969841210406486	1.0351141719735	0.892338701207612	0.65246476847332	1.0569138360742	0.670574837141806	0.481967102325084	1.01790823683915	1.03293146576485
TWAS21010302	0.863150815495755	1.00732209187355	1.21055913346339	1.03800896110027	0.912184780381782	0.819485493884895	0.957031256959105	0.961827138059735	1.00880076249521	1.08517499086965	0.92237780925149	0.998788559008756	0.85301657714474	1.16840811309158	1.03547027961127	0.992152356519958
TWAS21010304	0.559603668299455	0.973867808172482	0.491995479703082	0.560915546061371	1.25216149938331	1.24938279766713	1.05086160412694	1.08064019634781	1.03539735434541	0.807207683678381	0.518140067225988	1.09939798239398	0.546712145095747	0.576771706412087	1.0150514731251	0.905939397445247
TWAS21010305	0.762170523071511	0.93953455468753	1.23973760386673	0.539007621036048	0.919324278334156	1.00028296872431	1.10741148623587	1.08243184851231	1.08165750842214	0.924747526891589	0.782217327628072	1.0249719899202	0.780047263424763	1.13617678662246	0.995892173620432	0.891758727099609
TWAS21010306	0.522623212202268	0.956653512264241	0.485827093155088	0.224471843792037	0.500481530656482	0.569593060527385	0.535008200083989	0.852983307907092	1.0932928065236	0.859219445109869	0.465731795668067	0.993923888090917	0.523457283430011	0.537694685317534	0.873264816644958	0.997226228242622
TWAS21010307	0.826397891201907	0.994168306642353	1.29523173307816	1.01696246411613	0.993283622510698	1.11728383916804	1.12509253073826	1.02157545994547	0.940725260440176	1.07898965461209	0.844332605123946	0.953682272013288	0.926332894000397	1.13740588946865	1.04654521819199	0.961974831639193
TWAS21010308	0.849889947999334	1.01695940791147	1.31449441847821	1.03968887290967	0.999412471390864	1.15033717126897	1.11362101773986	0.997562194726273	1.00984768101581	1.08840990204933	0.819697115848365	1.00490191779861	0.837407157326131	1.14577724773538	1.06245341424275	0.979603111270903
TWAS21010309	0.897090750402911	0.979352919043363	1.23814157139382	1.03141566838581	0.76849632437682	0.764515044591245	1.03690017738105	0.993950641241139	1.02684220739643	1.10504656821882	0.908247444282582	0.994308683107439	0.918302407808775	1.21096500937924	0.925072678854667	1.0103977908908
TWAS21010312	0.887185254441031	0.975400026712969	1.38312630782245	1.05239303681938	0.977203152130359	1.0963714883576	1.13615600373982	1.01012421530653	1.0042295534482	1.07038867370108	0.853299496905748	0.993081340991051	0.858956413338676	1.18495169404746	1.04127153733137	0.999652731401095
