itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010103	0.601514600484173	1.02357677881984	0.469662071068302	1.03609436589192	1.15180168762421	1.13341562062619	1.09455875275975	0.95711968760217	0.955735681460012	0.921007688718927	0.688127486527292	0.998078738653354	0.623078279460871	0.863314010513671	1.04476391996091	0.99210372607148
TWAS21010104	0.570894700194787	1.00006169738315	0.411433406488802	1.03469155715381	1.27916303092802	1.21411636126462	1.02190257101809	0.990763020351322	1.03187110535269	0.908890592911852	0.623663590611421	1.05389707113708	0.60723445886988	0.529857126488449	1.06011969292331	1.05424962761222
TWAS21010105	0.802892687186982	1.01956083911098	1.33713262159802	1.02067478211275	1.04374676956529	1.10528989252678	1.09797351489119	0.993307430445399	0.935525870212273	1.08329620189994	0.837972980198549	0.946893435756679	0.872421444739516	1.09647637549682	1.03611848788921	0.934010907729873
TWAS21010106	0.54617615968249	1.02452074921087	0.501224979461009	1.04773233899777	0.919054755615908	0.751023269549761	0.614504529618007	0.857143382856912	1.01465835355032	0.925341480849748	0.512145374656035	1.01199587472182	0.590566140150898	0.7842904549122	0.980085688762297	1.03529394447066
TWAS21010107	0.815618706645782	1.04855724691175	1.24417848396953	0.617525089766888	0.564668756522085	0.59071527009534	1.1505323275817	1.02633092351673	1.05547029066278	1.00488620465387	0.926088965939818	0.546579447617335	0.884159411773317	1.23426596093964	1.0270973664894	0.875857150923391
TWAS21010112	0.852320094198632	0.969415334450433	1.22597708437118	1.02600425705358	0.809329287622843	0.778216566278701	1.00422988089308	0.982488111951451	1.02525247950727	1.06655495675015	0.868677143245324	0.999972827317603	0.886496988361034	1.18083420134958	0.932607218875957	1.00764458131425
TWAS21010114	0.549524771403322	0.993687665698775	0.477654336573665	1.04093999675366	1.17685357187945	1.06253719768428	1.06313236063268	0.948789835338251	1.02489765000812	0.910492001370678	0.66160477573178	1.0300376936534	0.610718343643479	0.964541814705935	1.04075062672462	1.02965895359533
TWAS21010115	0.489918716546042	1.02702269899353	0.425320826676287	1.05057391714094	0.929314502175658	0.676920358412911	0.518761826227167	0.938731860316151	1.02431693184412	0.94982458529977	0.529722944169164	1.00855445770536	0.588283476045678	0.791188402382548	0.9306909461718	1.0409472761944
TWAS21010116	0.576893373835144	0.997750273975625	0.480606571001979	1.04594332198204	1.19533358830841	1.17617368215885	1.06442288597465	1.0115676554306	1.02711439309802	0.913329557740823	0.680553614639492	1.02127632188642	0.615222379947191	1.11443722832283	1.02671905914196	1.02720633122734
TWAS21010117	0.535968342011691	1.00123432388082	0.531994622095118	0.405350315323941	0.742303233949157	0.696852525576962	0.540209721819017	0.905513999641748	1.1785888558775	0.908447963828854	0.640314520960858	0.934797021151308	0.575386408230747	0.705551472026453	0.877780317115203	1.0585197172688
TWAS21010118	0.776504448886917	0.975906335385108	1.1392512745104	0.526159617110137	0.590801650331464	0.772656106003617	0.992107858923801	1.05250557503357	0.998221660499191	0.93139822449612	0.807027884282355	0.987831134714281	0.801275624393633	1.14796068208839	0.978319651461661	0.954360678847685
